hour,date,plaza,count,revenue,passCount,passRevenue,cashCount,cashRevenue
15,25,RFK,8999,78128.02,7424,63621.52,1575,14506.50
16,25,RFK,8671,75226.48,7124,61016.98,1547,14209.50
17,25,RFK,8607,74410.70,7092,60805.70,1515,13605.00
18,25,RFK,8651,75148.81,7085,60876.81,1566,14272.00
19,25,RFK,7736,67757.78,6267,54006.78,1469,13751.00
20,25,RFK,6472,57084.79,5251,45353.29,1221,11731.50
21,25,RFK,5498,48988.20,4471,38998.70,1027,9989.50
22,25,RFK,4664,41856.31,3766,32947.81,898,8908.50
23,25,RFK,3407,30752.40,2701,23805.90,706,6946.50
0,11,LIN,1113,16863.50,1012,15215.00,101,1648.50
1,11,LIN,785,12732.50,715,11541.50,70,1191.00
2,11,LIN,592,10055.50,541,9159.00,51,896.50
3,11,LIN,588,9861.50,544,9042.50,44,819.00
4,11,LIN,510,7905.00,464,7165.50,46,739.50
5,11,LIN,778,12007.50,732,11212.50,46,795.00
6,11,LIN,1246,18177.50,1153,16771.00,93,1406.50
7,11,LIN,1502,21291.00,1413,19828.50,89,1462.50
8,11,LIN,1938,27012.00,1788,24533.00,150,2479.00
9,11,LIN,2567,34776.50,2418,32584.00,149,2192.50
10,11,LIN,2820,37754.00,2639,34724.50,181,3029.50
11,11,LIN,2821,39945.50,2644,37343.00,177,2602.50
12,11,LIN,3089,43986.50,2827,39932.50,262,4054.00
13,11,LIN,2854,40563.00,2691,37998.50,163,2564.50
14,11,LIN,2897,41936.00,2655,38139.00,242,3797.00
15,11,LIN,2951,42954.50,2739,39678.00,212,3276.50
16,11,LIN,2972,43561.00,2758,40214.50,214,3346.50
17,11,LIN,2573,37749.00,2345,34322.00,228,3427.00
18,11,LIN,2941,43457.00,2702,39738.50,239,3718.50
19,11,LIN,2940,44597.00,2712,40907.50,228,3689.50
20,11,LIN,2331,36062.50,2106,32216.50,225,3846.00
21,11,LIN,1649,25527.00,1497,22981.50,152,2545.50
22,11,LIN,1337,21156.50,1210,19061.50,127,2095.00
23,11,LIN,931,15594.00,837,13716.00,94,1878.00
0,12,LIN,650,11371.50,596,10401.50,54,970.00
1,12,LIN,462,9782.00,410,8513.50,52,1268.50
2,12,LIN,357,8515.00,314,7201.50,43,1313.50
3,12,LIN,440,13303.00,405,11996.00,35,1307.00
4,12,LIN,856,22585.50,766,19366.50,90,3219.00
5,12,LIN,2841,55771.50,2660,51166.00,181,4605.50
6,12,LIN,3984,72091.00,3721,67040.00,263,5051.00
7,12,LIN,3806,65311.50,3552,60398.50,254,4913.00
8,12,LIN,3229,53303.00,3010,49174.00,219,4129.00
9,12,LIN,2662,43159.50,2511,40609.00,151,2550.50
10,12,LIN,2454,37544.50,2275,34082.50,179,3462.00
11,12,LIN,2260,34414.50,2083,31263.00,177,3151.50
12,12,LIN,2080,31720.00,1934,28912.50,146,2807.50
13,12,LIN,2006,31686.50,1852,28824.00,154,2862.50
14,12,LIN,2168,32412.50,2006,29442.50,162,2970.00
15,12,LIN,2098,31852.50,1971,29733.00,127,2119.50
16,12,LIN,1839,28186.00,1717,26084.00,122,2102.00
17,12,LIN,1511,23365.00,1431,21983.00,80,1382.00
18,12,LIN,1809,28013.00,1712,26330.50,97,1682.50
19,12,LIN,1647,27368.50,1522,25231.50,125,2137.00
20,12,LIN,1582,25643.50,1451,23252.50,131,2391.00
21,12,LIN,1544,25309.00,1411,22743.00,133,2566.00
22,12,LIN,1349,23362.00,1224,21028.00,125,2334.00
23,12,LIN,1116,18121.50,1022,16560.50,94,1561.00
0,13,LIN,743,13766.50,674,12207.50,69,1559.00
1,13,LIN,454,10272.00,412,9039.00,42,1233.00
2,13,LIN,384,9828.00,348,8596.50,36,1231.50
3,13,LIN,500,14806.00,445,13162.00,55,1644.00
4,13,LIN,970,24448.50,876,21712.50,94,2736.00
5,13,LIN,3155,63773.50,2949,59239.00,206,4534.50
6,13,LIN,4317,77671.00,4025,71607.50,292,6063.50
7,13,LIN,3955,69093.00,3688,64086.00,267,5007.00
8,13,LIN,3159,53406.50,2948,49338.00,211,4068.50
9,13,LIN,3254,53929.50,3050,50211.00,204,3718.50
10,13,LIN,3064,48759.00,2850,44878.50,214,3880.50
11,13,LIN,2982,46955.00,2768,42828.00,214,4127.00
12,13,LIN,2114,33403.00,1974,30781.00,140,2622.00
13,13,LIN,1969,30414.00,1831,28103.50,138,2310.50
14,13,LIN,2359,37139.00,2169,33671.50,190,3467.50
15,13,LIN,2158,32745.50,2007,30339.50,151,2406.00
16,13,LIN,1878,29725.50,1769,27702.00,109,2023.50
17,13,LIN,1575,24724.00,1473,23071.50,102,1652.50
18,13,LIN,1830,28749.00,1721,26864.50,109,1884.50
19,13,LIN,1698,27600.00,1580,25567.50,118,2032.50
20,13,LIN,1610,25910.50,1482,23536.50,128,2374.00
21,13,LIN,1637,27075.50,1496,24356.00,141,2719.50
22,13,LIN,1624,27669.00,1482,25171.00,142,2498.00
23,13,LIN,1255,21032.50,1163,19384.00,92,1648.50
0,14,LIN,783,14993.00,699,13201.00,84,1792.00
1,14,LIN,522,10555.00,465,9324.00,57,1231.00
2,14,LIN,424,10722.50,378,9123.50,46,1599.00
3,14,LIN,538,15791.50,495,14488.50,43,1303.00
4,14,LIN,1031,25817.00,938,22934.00,93,2883.00
5,14,LIN,3388,67795.00,3164,62315.00,224,5480.00
6,14,LIN,4319,77772.00,4024,71843.00,295,5929.00
7,14,LIN,4050,70398.00,3778,65337.00,272,5061.00
8,14,LIN,3379,57238.50,3133,52820.00,246,4418.50
9,14,LIN,3318,56014.50,3078,51593.00,240,4421.50
10,14,LIN,3081,47599.50,2904,44573.50,177,3026.00
11,14,LIN,2622,40234.50,2439,36795.00,183,3439.50
12,14,LIN,2404,37370.50,2242,34204.50,162,3166.00
13,14,LIN,2146,33559.00,2003,31135.00,143,2424.00
14,14,LIN,2265,35068.50,2120,32493.00,145,2575.50
15,14,LIN,2144,32818.50,2017,30452.50,127,2366.00
16,14,LIN,1879,30054.00,1742,27757.50,137,2296.50
17,14,LIN,1688,26162.50,1581,24394.00,107,1768.50
18,14,LIN,2132,33325.00,1999,31050.50,133,2274.50
19,14,LIN,2009,32992.00,1849,29899.00,160,3093.00
20,14,LIN,1700,27180.00,1568,24890.50,132,2289.50
21,14,LIN,1875,30909.50,1741,28521.50,134,2388.00
22,14,LIN,1800,30850.50,1671,28275.50,129,2575.00
23,14,LIN,1447,23956.50,1343,22126.50,104,1830.00
0,15,LIN,910,16383.50,815,14399.00,95,1984.50
1,15,LIN,592,12496.00,539,10991.00,53,1505.00
2,15,LIN,487,11352.00,427,9743.50,60,1608.50
3,15,LIN,499,14403.50,440,12662.50,59,1741.00
4,15,LIN,1019,25667.50,925,22229.00,94,3438.50
5,15,LIN,3185,64318.00,2955,58640.00,230,5678.00
6,15,LIN,4619,83693.00,4351,78321.00,268,5372.00
7,15,LIN,3931,67699.00,3703,63283.00,228,4416.00
8,15,LIN,3731,64170.00,3493,59604.50,238,4565.50
9,15,LIN,3491,60387.00,3282,56246.00,209,4141.00
10,15,LIN,2631,41796.50,2439,38293.00,192,3503.50
11,15,LIN,2320,35814.50,2141,32362.00,179,3452.50
12,15,LIN,2028,31463.00,1861,28364.50,167,3098.50
13,15,LIN,2040,32308.00,1875,29317.50,165,2990.50
14,15,LIN,1746,26633.50,1597,23760.00,149,2873.50
15,15,LIN,1022,15976.00,937,14105.50,85,1870.50
16,15,LIN,422,6931.00,382,6031.00,40,900.00
17,15,LIN,429,7224.00,387,6225.00,42,999.00
18,15,LIN,306,4586.00,273,4062.00,33,524.00
19,15,LIN,596,9588.50,548,8725.00,48,863.50
20,15,LIN,804,12376.00,728,10913.50,76,1462.50
21,15,LIN,1114,17565.50,996,15419.00,118,2146.50
22,15,LIN,1234,19279.00,1128,17280.50,106,1998.50
23,15,LIN,1462,24352.00,1322,21626.50,140,2725.50
0,16,LIN,996,18540.00,890,16234.00,106,2306.00
1,16,LIN,783,14309.50,701,12595.50,82,1714.00
2,16,LIN,677,14143.50,619,12699.50,58,1444.00
3,16,LIN,625,13891.50,573,12695.00,52,1196.50
4,16,LIN,827,18589.50,758,16648.50,69,1941.00
5,16,LIN,2426,46965.00,2258,42932.00,168,4033.00
6,16,LIN,3637,67890.00,3388,61842.00,249,6048.00
7,16,LIN,3267,59585.00,3008,53606.50,259,5978.50
8,16,LIN,2891,52943.50,2688,48529.00,203,4414.50
9,16,LIN,2411,43063.50,2222,39020.00,189,4043.50
10,16,LIN,2381,38909.00,2190,35484.00,191,3425.00
11,16,LIN,2217,34381.00,2058,31691.50,159,2689.50
12,16,LIN,2185,34200.00,2008,31044.50,177,3155.50
13,16,LIN,2299,35228.00,2133,32334.00,166,2894.00
14,16,LIN,2338,35229.00,2193,32789.50,145,2439.50
15,16,LIN,2009,30106.00,1874,27926.00,135,2180.00
16,16,LIN,1987,31443.50,1863,29070.00,124,2373.50
17,16,LIN,1816,27961.00,1700,25979.50,116,1981.50
18,16,LIN,2070,31506.50,1940,29250.50,130,2256.00
19,16,LIN,1898,30589.50,1759,28233.50,139,2356.00
20,16,LIN,1696,25950.00,1571,24002.00,125,1948.00
21,16,LIN,1660,26007.00,1511,23387.50,149,2619.50
22,16,LIN,1500,25434.00,1365,22731.00,135,2703.00
23,16,LIN,1410,23615.50,1274,21166.50,136,2449.00
0,17,LIN,1017,16888.50,930,15324.00,87,1564.50
1,17,LIN,894,16211.00,806,14456.50,88,1754.50
2,17,LIN,642,12782.00,563,11019.50,79,1762.50
3,17,LIN,608,13009.00,539,11144.00,69,1865.00
4,17,LIN,615,12581.00,560,11123.00,55,1458.00
5,17,LIN,1528,28731.00,1424,26084.00,104,2647.00
6,17,LIN,2225,38063.00,2078,35122.50,147,2940.50
7,17,LIN,2028,34044.50,1907,31793.50,121,2251.00
8,17,LIN,2421,36476.00,2253,33305.00,168,3171.00
9,17,LIN,2709,38250.00,2542,35661.50,167,2588.50
10,17,LIN,2838,39582.00,2655,36611.50,183,2970.50
11,17,LIN,3082,44395.50,2908,41623.50,174,2772.00
12,17,LIN,2786,39933.50,2607,37190.00,179,2743.50
13,17,LIN,2732,39578.00,2539,36400.50,193,3177.50
14,17,LIN,2444,35375.00,2271,32585.50,173,2789.50
15,17,LIN,2487,35975.50,2333,33500.50,154,2475.00
16,17,LIN,2740,39261.00,2576,36777.00,164,2484.00
17,17,LIN,3124,45030.50,2928,41994.00,196,3036.50
18,17,LIN,3141,45943.00,2907,42280.00,234,3663.00
19,17,LIN,2766,41223.00,2573,38195.00,193,3028.00
20,17,LIN,1847,28545.00,1709,26156.00,138,2389.00
21,17,LIN,1710,25117.00,1559,22788.50,151,2328.50
22,17,LIN,1796,27019.50,1638,24303.50,158,2716.00
23,17,LIN,1463,21343.50,1339,19492.50,124,1851.00
0,18,LIN,1148,18395.50,1041,16209.50,107,2186.00
1,18,LIN,982,15809.50,887,14262.50,95,1547.00
2,18,LIN,686,10877.50,626,9946.00,60,931.50
3,18,LIN,515,9108.50,461,8058.00,54,1050.50
4,18,LIN,480,7575.00,451,7014.00,29,561.00
5,18,LIN,799,12062.50,746,11097.50,53,965.00
6,18,LIN,1300,18611.50,1224,17358.00,76,1253.50
7,18,LIN,1465,21034.50,1377,19510.00,88,1524.50
8,18,LIN,1640,22809.50,1537,21211.00,103,1598.50
9,18,LIN,2374,32819.50,2216,30354.50,158,2465.00
10,18,LIN,2719,36286.50,2567,34133.00,152,2153.50
11,18,LIN,2959,42181.50,2764,39279.00,195,2902.50
12,18,LIN,3156,45166.00,2971,42225.00,185,2941.00
13,18,LIN,2931,41997.00,2745,39111.50,186,2885.50
14,18,LIN,2882,41598.00,2703,38841.00,179,2757.00
15,18,LIN,3082,45162.50,2871,41891.50,211,3271.00
16,18,LIN,3034,44623.00,2801,41004.50,233,3618.50
17,18,LIN,2874,42416.50,2626,38490.00,248,3926.50
18,18,LIN,2871,42737.50,2665,39632.00,206,3105.50
19,18,LIN,2238,34270.00,2086,31899.00,152,2371.00
20,18,LIN,1864,29633.50,1726,27172.00,138,2461.50
21,18,LIN,1606,25176.00,1476,22766.50,130,2409.50
22,18,LIN,1363,23103.00,1236,20563.50,127,2539.50
23,18,LIN,1022,17318.00,940,15654.50,82,1663.50
0,19,LIN,640,11828.00,580,10529.00,60,1299.00
1,19,LIN,374,7670.00,331,6599.50,43,1070.50
2,19,LIN,377,8846.00,348,7940.00,29,906.00
3,19,LIN,490,13093.50,441,11862.00,49,1231.50
4,19,LIN,978,23646.00,876,20961.00,102,2685.00
5,19,LIN,3316,62488.00,3118,58367.00,198,4121.00
6,19,LIN,4344,78748.50,4059,72966.50,285,5782.00
7,19,LIN,4079,69724.50,3830,65306.00,249,4418.50
8,19,LIN,3826,65813.00,3559,60575.00,267,5238.00
9,19,LIN,3519,59140.50,3285,54767.50,234,4373.00
10,19,LIN,2707,42172.00,2503,38559.00,204,3613.00
11,19,LIN,2423,37837.00,2241,34795.00,182,3042.00
12,19,LIN,2106,33506.00,1931,30153.50,175,3352.50
13,19,LIN,1998,31647.50,1825,28614.00,173,3033.50
14,19,LIN,2116,32365.50,1978,29954.50,138,2411.00
15,19,LIN,2063,31685.50,1928,29347.50,135,2338.00
16,19,LIN,1689,27203.50,1583,25398.00,106,1805.50
17,19,LIN,1352,21232.00,1268,19665.00,84,1567.00
18,19,LIN,1737,27427.00,1636,25764.50,101,1662.50
19,19,LIN,1744,28389.00,1613,25938.00,131,2451.00
20,19,LIN,1559,26761.50,1425,23980.50,134,2781.00
21,19,LIN,1576,26875.00,1440,24439.50,136,2435.50
22,19,LIN,1478,25707.50,1330,22994.50,148,2713.00
23,19,LIN,1090,19340.00,995,17516.00,95,1824.00
0,20,LIN,723,13939.00,645,12236.00,78,1703.00
1,20,LIN,472,10540.50,422,8946.00,50,1594.50
2,20,LIN,402,10154.50,354,8689.00,48,1465.50
3,20,LIN,538,15937.00,488,14028.50,50,1908.50
4,20,LIN,1046,27486.50,941,23519.00,105,3967.50
5,20,LIN,3276,66222.00,3070,61113.00,206,5109.00
6,20,LIN,4424,80022.50,4159,74469.00,265,5553.50
7,20,LIN,2768,46005.50,2573,42187.50,195,3818.00
8,20,LIN,2436,43029.00,2270,39883.00,166,3146.00
9,20,LIN,3569,65200.00,3294,59353.50,275,5846.50
10,20,LIN,3062,49467.50,2828,45063.50,234,4404.00
11,20,LIN,2882,46656.50,2670,42858.50,212,3798.00
12,20,LIN,2196,35123.00,2027,32077.00,169,3046.00
13,20,LIN,2099,33211.50,1934,29977.00,165,3234.50
14,20,LIN,2544,38922.50,2339,35161.50,205,3761.00
15,20,LIN,1875,28863.50,1752,26864.00,123,1999.50
16,20,LIN,1974,30968.50,1846,28878.50,128,2090.00
17,20,LIN,1726,26789.50,1612,24846.50,114,1943.00
18,20,LIN,1864,28629.50,1743,26596.00,121,2033.50
19,20,LIN,1777,28996.00,1644,26736.50,133,2259.50
20,20,LIN,1844,30298.50,1712,27804.00,132,2494.50
21,20,LIN,1824,30661.00,1681,28108.00,143,2553.00
22,20,LIN,1763,30050.00,1621,27300.50,142,2749.50
23,20,LIN,1463,25046.00,1364,23168.50,99,1877.50
0,21,LIN,948,17169.50,877,15659.00,71,1510.50
1,21,LIN,585,13710.50,516,11912.50,69,1798.00
2,21,LIN,465,11195.00,418,9711.00,47,1484.00
3,21,LIN,572,16524.00,515,14560.00,57,1964.00
4,21,LIN,1026,26474.50,929,23224.00,97,3250.50
5,21,LIN,3275,66207.50,3047,60554.00,228,5653.50
6,21,LIN,4285,80290.00,4006,74391.50,279,5898.50
7,21,LIN,3731,66580.00,3510,62323.00,221,4257.00
8,21,LIN,3509,61654.00,3269,56971.50,240,4682.50
9,21,LIN,2828,48720.00,2626,44906.00,202,3814.00
10,21,LIN,2582,41409.00,2380,37324.00,202,4085.00
11,21,LIN,2360,36476.00,2172,33322.50,188,3153.50
12,21,LIN,2276,35328.00,2096,32253.50,180,3074.50
13,21,LIN,2086,30884.50,1923,28140.50,163,2744.00
14,21,LIN,1627,24563.00,1509,22634.50,118,1928.50
15,21,LIN,1946,29515.00,1827,27405.50,119,2109.50
16,21,LIN,1806,27881.50,1696,25992.00,110,1889.50
17,21,LIN,1530,23390.00,1445,22032.50,85,1357.50
18,21,LIN,1846,29049.50,1737,27137.00,109,1912.50
19,21,LIN,1702,27682.50,1549,24954.00,153,2728.50
20,21,LIN,1549,24316.00,1406,21688.00,143,2628.00
21,21,LIN,1129,17524.50,1031,15603.50,98,1921.00
22,21,LIN,1528,25286.50,1372,22291.50,156,2995.00
23,21,LIN,1144,18748.00,1052,17063.50,92,1684.50
0,22,LIN,730,12535.00,662,11212.50,68,1322.50
1,22,LIN,433,8300.00,392,7449.00,41,851.00
2,22,LIN,412,7709.00,369,6810.50,43,898.50
3,22,LIN,391,7399.50,352,6654.00,39,745.50
4,22,LIN,573,8859.50,528,8043.00,45,816.50
5,22,LIN,1158,16728.00,1078,15379.50,80,1348.50
6,22,LIN,1329,19785.50,1243,18498.00,86,1287.50
7,22,LIN,1360,20647.00,1290,19461.50,70,1185.50
8,22,LIN,1190,17204.00,1118,16038.50,72,1165.50
9,22,LIN,1049,15430.00,979,14324.50,70,1105.50
10,22,LIN,1106,15265.00,1020,13958.50,86,1306.50
11,22,LIN,1577,21579.50,1470,19989.50,107,1590.00
12,22,LIN,2037,27213.50,1900,25144.50,137,2069.00
13,22,LIN,2291,30538.50,2145,28353.00,146,2185.50
14,22,LIN,2177,28999.00,2040,27047.50,137,1951.50
15,22,LIN,2013,27523.50,1852,25067.50,161,2456.00
16,22,LIN,1567,22890.00,1460,21149.00,107,1741.00
17,22,LIN,1557,23304.00,1418,20898.50,139,2405.50
18,22,LIN,1542,22856.50,1404,20581.00,138,2275.50
19,22,LIN,1910,28176.50,1779,26215.00,131,1961.50
20,22,LIN,2307,32746.00,2166,30542.50,141,2203.50
21,22,LIN,3058,43766.00,2834,40319.50,224,3446.50
22,22,LIN,3044,44003.50,2792,40109.00,252,3894.50
23,22,LIN,1784,26073.00,1623,23589.00,161,2484.00
0,23,LIN,769,12500.00,696,11193.00,73,1307.00
1,23,LIN,480,8521.50,430,7677.00,50,844.50
2,23,LIN,341,6791.00,311,6064.50,30,726.50
3,23,LIN,375,8936.00,345,8163.00,30,773.00
4,23,LIN,558,13810.00,514,12632.00,44,1178.00
5,23,LIN,1363,27769.50,1268,25577.00,95,2192.50
6,23,LIN,2077,40128.00,1903,36264.50,174,3863.50
7,23,LIN,1880,33334.50,1748,30964.50,132,2370.00
8,23,LIN,1733,29187.50,1598,26499.50,135,2688.00
9,23,LIN,1886,30264.00,1765,28040.00,121,2224.00
10,23,LIN,2093,29581.50,1941,27376.00,152,2205.50
11,23,LIN,2411,33201.00,2236,30461.00,175,2740.00
12,23,LIN,2415,33106.50,2250,30576.50,165,2530.00
13,23,LIN,2323,31853.50,2164,29525.50,159,2328.00
14,23,LIN,2341,32809.50,2175,30209.50,166,2600.00
15,23,LIN,2247,32342.00,2094,29833.00,153,2509.00
16,23,LIN,2222,33507.50,2060,30822.00,162,2685.50
17,23,LIN,2122,31561.00,1967,29095.00,155,2466.00
18,23,LIN,2142,32021.00,1995,29711.00,147,2310.00
19,23,LIN,1769,27521.00,1619,25042.50,150,2478.50
20,23,LIN,1721,26321.50,1567,23524.50,154,2797.00
21,23,LIN,1501,23598.00,1361,21246.00,140,2352.00
22,23,LIN,1393,22892.00,1287,21005.00,106,1887.00
23,23,LIN,1032,16413.50,940,14852.00,92,1561.50
0,24,LIN,726,12860.50,631,10816.50,95,2044.00
1,24,LIN,426,7952.00,372,6757.00,54,1195.00
2,24,LIN,366,7662.00,331,6859.50,35,802.50
3,24,LIN,386,8901.50,338,7695.00,48,1206.50
4,24,LIN,481,9069.50,451,8291.00,30,778.50
5,24,LIN,1037,19703.00,973,18104.00,64,1599.00
6,24,LIN,1442,25446.50,1351,23371.00,91,2075.50
7,24,LIN,1484,23300.50,1386,21446.00,98,1854.50
8,24,LIN,1666,25335.50,1546,23034.50,120,2301.00
9,24,LIN,2089,29148.00,1948,26856.50,141,2291.50
10,24,LIN,2393,32397.00,2241,30054.50,152,2342.50
11,24,LIN,2901,41335.50,2721,38557.50,180,2778.00
12,24,LIN,2858,41321.50,2675,38459.50,183,2862.00
13,24,LIN,2517,36032.00,2356,33528.50,161,2503.50
14,24,LIN,2369,34174.50,2222,31912.00,147,2262.50
15,24,LIN,2760,39924.00,2568,36927.00,192,2997.00
16,24,LIN,2923,42234.50,2739,39332.00,184,2902.50
17,24,LIN,2220,32218.50,2068,29808.00,152,2410.50
18,24,LIN,2748,41069.50,2560,38124.50,188,2945.00
19,24,LIN,2460,36680.50,2288,33901.00,172,2779.50
20,24,LIN,2243,34081.50,2058,31129.50,185,2952.00
21,24,LIN,1840,27192.50,1694,24785.50,146,2407.00
22,24,LIN,1654,24073.00,1511,21870.50,143,2202.50
23,24,LIN,1444,21541.50,1325,19585.50,119,1956.00
0,25,LIN,1033,15932.00,920,13817.00,113,2115.00
1,25,LIN,777,13003.00,707,11863.50,70,1139.50
2,25,LIN,462,7756.50,423,7149.00,39,607.50
3,25,LIN,377,6440.50,337,5651.00,40,789.50
4,25,LIN,451,7090.00,425,6482.50,26,607.50
5,25,LIN,733,11125.00,686,10362.00,47,763.00
6,25,LIN,1146,16752.00,1070,15485.00,76,1267.00
7,25,LIN,1307,18991.50,1217,17513.50,90,1478.00
8,25,LIN,1759,23996.00,1661,22506.00,98,1490.00
9,25,LIN,2413,32212.50,2248,29756.50,165,2456.00
10,25,LIN,2754,36902.50,2565,34256.00,189,2646.50
11,25,LIN,2894,41413.50,2718,38743.50,176,2670.00
12,25,LIN,2498,35669.50,2319,32985.50,179,2684.00
13,25,LIN,2586,37246.50,2419,34549.00,167,2697.50
14,25,LIN,2735,39462.50,2541,36395.00,194,3067.50
15,25,LIN,2727,39756.50,2510,36226.50,217,3530.00
16,25,LIN,3004,43843.00,2744,39920.00,260,3923.00
